date,ISM Manufacturing,ISM Nonmanufacturing SA,ISM Manufacturing Production,ISM Manufacturing New Orders,ISM Manufacturing Employment,ISM Manufacturing Prices,ISM Manufacturing Exports Orders,ISM Manufacturing Inventory level,ISM Nonmanufacturing Production,ISM Nonmanufacturing New Orders,ISM Nonmanufacturing Employment,ISM Nonmanufacturing Prices
1/1/1948,51.7,#N/A N/A,59.1,53.3,54.8,72.2,#N/A N/A,45.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1948,50.2,#N/A N/A,55.2,51.1,55.8,62.7,#N/A N/A,43.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1948,43.3,#N/A N/A,47.8,43.9,44,69.3,#N/A N/A,44.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1948,45.4,#N/A N/A,49.5,44.5,43.9,75.8,#N/A N/A,46.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1948,49.5,#N/A N/A,52.1,51.2,51.8,70.8,#N/A N/A,47,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1948,53,#N/A N/A,56.8,58.1,50.8,78.5,#N/A N/A,54.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1948,48.4,#N/A N/A,51.4,50.4,49.1,77.3,#N/A N/A,51.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1948,45.1,#N/A N/A,51,46,46.1,77,#N/A N/A,46.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1948,42.1,#N/A N/A,47.9,40.6,46.1,66,#N/A N/A,45.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1948,47.2,#N/A N/A,52.7,52.1,47.5,56.6,#N/A N/A,45.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1948,42.4,#N/A N/A,48.9,43.2,44,51,#N/A N/A,42.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1948,35,#N/A N/A,42.1,34.5,39,47.5,#N/A N/A,37,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1949,32.9,#N/A N/A,42,31.4,34.1,39.6,#N/A N/A,36.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1949,31.3,#N/A N/A,39.6,34.2,28.3,31.3,#N/A N/A,34.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1949,34.5,#N/A N/A,41.9,42.1,31.1,31.8,#N/A N/A,33.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1949,35.5,#N/A N/A,44.1,42.3,31.6,13.8,#N/A N/A,27.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1949,32.6,#N/A N/A,38.2,41.1,29,20.1,#N/A N/A,25.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1949,31.6,#N/A N/A,38.4,39.8,27.2,10.6,#N/A N/A,24.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1949,39,#N/A N/A,47,49.1,34.8,28.8,#N/A N/A,21.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1949,47,#N/A N/A,58.5,55.7,40,42.7,#N/A N/A,26.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1949,52.3,#N/A N/A,60.3,58,51.4,47.5,#N/A N/A,35.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1949,51,#N/A N/A,54.5,58.9,43.7,42.1,#N/A N/A,40.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1949,51,#N/A N/A,55.7,58.7,42.9,51.1,#N/A N/A,31.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1949,57.3,#N/A N/A,63.3,53.1,52.6,49.9,#N/A N/A,41.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1950,59.1,#N/A N/A,64.3,62.3,57.7,62.4,#N/A N/A,43.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1950,60.5,#N/A N/A,66.7,62.5,51.1,70.9,#N/A N/A,46.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1950,62.1,#N/A N/A,65.8,61.8,56.9,77,#N/A N/A,48.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1950,68.1,#N/A N/A,74.8,71,63.4,80.2,#N/A N/A,50.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1950,74.7,#N/A N/A,78.1,76.6,69.8,98.2,#N/A N/A,58.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1950,76.6,#N/A N/A,79.1,82.6,71.9,100,#N/A N/A,62.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1950,77.5,#N/A N/A,77.1,80.3,72.5,90.7,#N/A N/A,62.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1950,75.8,#N/A N/A,78.7,77.1,72.3,84.8,#N/A N/A,62.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1950,68.1,#N/A N/A,68.6,66.4,72.2,84.4,#N/A N/A,55.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1950,59.2,#N/A N/A,62.9,49,65.6,84.8,#N/A N/A,50.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1950,63.1,#N/A N/A,63.6,57.2,66.7,85.1,#N/A N/A,48.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1950,67.1,#N/A N/A,62.5,67.7,65.1,91.1,#N/A N/A,49.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1951,67.8,#N/A N/A,63,67.9,67.8,85.1,#N/A N/A,48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1951,69.3,#N/A N/A,61.4,70,73.7,86.5,#N/A N/A,42.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1951,65.5,#N/A N/A,61.2,61,72,76.6,#N/A N/A,47.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1951,53.5,#N/A N/A,53.5,42.3,61.9,68.5,#N/A N/A,51.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1951,50.7,#N/A N/A,54.2,45.2,58.8,63.6,#N/A N/A,51.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1951,45.5,#N/A N/A,48.6,39.1,56.4,52.1,#N/A N/A,48.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1951,42.1,#N/A N/A,41.6,38.2,53.2,46.4,#N/A N/A,47.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1951,43.6,#N/A N/A,48.4,38.5,51.7,43.2,#N/A N/A,46.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1951,48.1,#N/A N/A,50.2,48.2,48.6,45.7,#N/A N/A,43.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1951,49.6,#N/A N/A,50.3,51.7,51.1,54.4,#N/A N/A,42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1951,47.2,#N/A N/A,50.9,49.3,50.2,55.6,#N/A N/A,44.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1951,46.5,#N/A N/A,52.8,45.3,51.8,56.6,#N/A N/A,42.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1952,44.7,#N/A N/A,49.5,46.8,46.9,51.8,#N/A N/A,42.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1952,41.8,#N/A N/A,49.9,42.3,44.8,52.7,#N/A N/A,39.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1952,40,#N/A N/A,48.7,43.7,41.8,44.7,#N/A N/A,35.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1952,36.7,#N/A N/A,43.5,35.8,43.3,42.6,#N/A N/A,35.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1952,39.5,#N/A N/A,45.7,43.9,42.7,38.8,#N/A N/A,30.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1952,43.3,#N/A N/A,49.5,46.3,43.5,40.4,#N/A N/A,33.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1952,48.3,#N/A N/A,37.2,69.4,39.5,60.1,#N/A N/A,31.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1952,60.4,#N/A N/A,84,58.5,63.1,54.7,#N/A N/A,30.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1952,56.1,#N/A N/A,66,60.3,56.2,57.9,#N/A N/A,38.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1952,56.2,#N/A N/A,65.3,59.9,57.8,54.1,#N/A N/A,38.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1952,56.8,#N/A N/A,65,58.8,60.9,49.7,#N/A N/A,39.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1952,55.8,#N/A N/A,64.3,60.4,55.6,48.2,#N/A N/A,40,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1953,59.4,#N/A N/A,69.8,64.6,61.5,45.1,#N/A N/A,40.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1953,55.4,#N/A N/A,62.4,56,61.7,54.5,#N/A N/A,44.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1953,50.5,#N/A N/A,54,47.2,59.4,73.3,#N/A N/A,46.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1953,51.1,#N/A N/A,57.3,52,55,69.3,#N/A N/A,43.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1953,48.9,#N/A N/A,57.1,49.3,52.3,72.3,#N/A N/A,41.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1953,48.5,#N/A N/A,55.2,48.3,53.8,69.7,#N/A N/A,44.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1953,46.3,#N/A N/A,53.1,44.2,54.4,62,#N/A N/A,45.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1953,43.5,#N/A N/A,50.7,42.1,48.1,55.8,#N/A N/A,46.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1953,40.2,#N/A N/A,46.8,39.9,43.8,43.8,#N/A N/A,43.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1953,37.4,#N/A N/A,44.6,38,37.9,45.1,#N/A N/A,41.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1953,36.9,#N/A N/A,43.4,40.9,35.8,47,#N/A N/A,35.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1953,35.6,#N/A N/A,41.3,37.5,36.6,47.7,#N/A N/A,34.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1954,37.4,#N/A N/A,45,42.9,31.5,40.5,#N/A N/A,34.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1954,40.7,#N/A N/A,46,50.3,34.8,41.6,#N/A N/A,30.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1954,44.7,#N/A N/A,51.5,54.7,40.2,46.6,#N/A N/A,31.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1954,47.7,#N/A N/A,55.4,58.4,42.4,49.7,#N/A N/A,33.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1954,50.1,#N/A N/A,56.3,60.2,44.5,45.6,#N/A N/A,39.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1954,52.1,#N/A N/A,59.4,64.6,45.2,52.5,#N/A N/A,34.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1954,51.7,#N/A N/A,57.4,63.8,44.4,53.8,#N/A N/A,35.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1954,54.4,#N/A N/A,56.2,56.6,37.7,41.7,#N/A N/A,37.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1954,53.5,#N/A N/A,57,62.2,49.7,53,#N/A N/A,40.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1954,58.2,#N/A N/A,62.4,66.7,55.8,57.6,#N/A N/A,40.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1954,58.8,#N/A N/A,63,66,55.1,57.8,#N/A N/A,44.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1954,63.8,#N/A N/A,70.5,73.6,55.8,59.1,#N/A N/A,47.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1955,63,#N/A N/A,69.1,66.8,59,66.7,#N/A N/A,48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1955,67.8,#N/A N/A,70.9,73.9,63.4,82,#N/A N/A,51.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1955,67.5,#N/A N/A,71,71.5,63,69.8,#N/A N/A,54.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1955,68.7,#N/A N/A,73.8,70.9,63.9,75.2,#N/A N/A,54.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1955,69.5,#N/A N/A,73.5,72.9,66.2,81,#N/A N/A,56.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1955,63.3,#N/A N/A,65.5,60.9,61.2,75.9,#N/A N/A,65.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1955,66.2,#N/A N/A,72.1,67.1,60.9,80.4,#N/A N/A,58.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1955,64.8,#N/A N/A,67.1,70.4,59.2,79.5,#N/A N/A,54.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1955,62.4,#N/A N/A,64.3,63.7,59.7,82.2,#N/A N/A,53.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1955,63.7,#N/A N/A,65.1,66.3,60.9,80.5,#N/A N/A,53.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1955,62,#N/A N/A,63.9,61.5,61.3,77.3,#N/A N/A,55.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1955,65.6,#N/A N/A,72.4,66.6,63.9,80,#N/A N/A,55.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1956,60.2,#N/A N/A,64,61.8,62.3,82.7,#N/A N/A,52.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1956,58.2,#N/A N/A,63.5,56.2,61,83.5,#N/A N/A,56.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1956,57.2,#N/A N/A,61,57.3,56.9,87.7,#N/A N/A,57.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1956,55.9,#N/A N/A,58.9,55.9,54.8,87.5,#N/A N/A,57.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1956,51.2,#N/A N/A,52.8,53,51.4,81.7,#N/A N/A,60.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1956,47.7,#N/A N/A,49.2,48.9,43.9,65.7,#N/A N/A,58.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1956,44.2,#N/A N/A,38,44.4,40.8,74.7,#N/A N/A,51.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1956,51.5,#N/A N/A,51.5,54.3,50.3,76.3,#N/A N/A,52.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1956,55.5,#N/A N/A,60.2,60.5,52.9,79.5,#N/A N/A,53.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1956,52.7,#N/A N/A,56.7,55.6,52.2,78.1,#N/A N/A,53.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1956,55,#N/A N/A,62.3,57,56,80.1,#N/A N/A,44.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1956,52.7,#N/A N/A,57.7,52.8,55.4,78.9,#N/A N/A,54.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1957,53.6,#N/A N/A,56.6,57.6,56.6,87.1,#N/A N/A,53.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1957,51,#N/A N/A,57.9,52.5,53.8,76.9,#N/A N/A,53.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1957,47.5,#N/A N/A,52.1,51.1,52.5,65.3,#N/A N/A,46.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1957,43.1,#N/A N/A,47.9,49.2,40.3,59.2,#N/A N/A,39.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1957,43.4,#N/A N/A,49.9,46.1,41.9,57.4,#N/A N/A,41.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1957,45.9,#N/A N/A,53.6,49.8,45.1,62.9,#N/A N/A,40.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1957,45.7,#N/A N/A,49.2,47.6,45.5,78.7,#N/A N/A,45.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1957,45.3,#N/A N/A,51.3,48.8,43.1,65.7,#N/A N/A,46,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1957,45.8,#N/A N/A,50.6,53.8,42.1,63,#N/A N/A,42.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1957,41.1,#N/A N/A,42.9,46.4,36.6,60.5,#N/A N/A,42.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1957,40.4,#N/A N/A,44.4,47.2,34.8,54.8,#N/A N/A,39.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1957,36.8,#N/A N/A,40,42.8,30.4,55.5,#N/A N/A,38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1958,33.4,#N/A N/A,34.9,35.2,29.7,50.8,#N/A N/A,35.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1958,37.2,#N/A N/A,37.8,47.3,27.9,46.5,#N/A N/A,33.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1958,39.8,#N/A N/A,45.1,45.3,33.4,47.6,#N/A N/A,31.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1958,39.1,#N/A N/A,41,47.2,31.5,42.5,#N/A N/A,30.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1958,46.6,#N/A N/A,52.6,56.7,39.7,45.8,#N/A N/A,27.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1958,51.4,#N/A N/A,58.9,60.8,46.7,49.6,#N/A N/A,32.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1958,54.7,#N/A N/A,61.2,66.5,47.6,52.3,#N/A N/A,34.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1958,57.3,#N/A N/A,64.5,65.2,52.1,65.2,#N/A N/A,44.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1958,59.8,#N/A N/A,66.8,67,55.5,62.6,#N/A N/A,42.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1958,62.3,#N/A N/A,70,67.9,59.6,73.3,#N/A N/A,46.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1958,62.7,#N/A N/A,68.3,68.5,58,66.3,#N/A N/A,51,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1958,60.5,#N/A N/A,63.9,64.7,59,63.2,#N/A N/A,49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1959,64.4,#N/A N/A,70.7,69,60.8,59.1,#N/A N/A,45.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1959,66.9,#N/A N/A,70.3,70.5,62.5,66.6,#N/A N/A,55.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1959,67.1,#N/A N/A,71.2,70.2,62.3,68.9,#N/A N/A,58.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1959,66.9,#N/A N/A,72.1,66.9,63.6,63.6,#N/A N/A,63.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1959,68.2,#N/A N/A,73.9,69.9,64.8,65.1,#N/A N/A,63.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1959,64.4,#N/A N/A,66.3,64.2,62.2,69.5,#N/A N/A,65.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1959,61.5,#N/A N/A,64.8,61.3,59,63.9,#N/A N/A,62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1959,55.1,#N/A N/A,57.4,54.4,53.6,57.6,#N/A N/A,50.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1959,48.3,#N/A N/A,50.9,43.7,48,61.6,#N/A N/A,42.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1959,49.7,#N/A N/A,50.4,50,47.3,63.1,#N/A N/A,39.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1959,50.6,#N/A N/A,51.9,51.1,48.8,65.1,#N/A N/A,43.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1959,58.2,#N/A N/A,61.7,62.8,54.8,63.6,#N/A N/A,49.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1960,61.5,#N/A N/A,71.9,65.4,60.8,63.8,#N/A N/A,48.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1960,52.3,#N/A N/A,58.6,52.5,57.2,60.9,#N/A N/A,56.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1960,47.8,#N/A N/A,52.4,52.2,48,57.3,#N/A N/A,50.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1960,45.3,#N/A N/A,49.8,52,42,60.4,#N/A N/A,45.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1960,42.6,#N/A N/A,45,45.8,42.5,57,#N/A N/A,42.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1960,44.4,#N/A N/A,48.5,49.2,39.7,52.6,#N/A N/A,43.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1960,43.7,#N/A N/A,48.2,45.7,42.1,49.9,#N/A N/A,41.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1960,47.6,#N/A N/A,50.3,55.6,43.6,50.6,#N/A N/A,39.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1960,45.4,#N/A N/A,50,50.5,40.2,48.4,#N/A N/A,40.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1960,46,#N/A N/A,51.2,50.1,43.7,45,#N/A N/A,39.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1960,44.3,#N/A N/A,45.6,48.2,43,46.9,#N/A N/A,41.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1960,44.3,#N/A N/A,47.5,47.5,40.7,46.6,#N/A N/A,39.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1961,43.9,#N/A N/A,47.3,47.2,39.7,49.1,#N/A N/A,40.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1961,43.6,#N/A N/A,49.2,48.7,34.2,50.3,#N/A N/A,36.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1961,49.1,#N/A N/A,55.4,55.2,42.2,50.2,#N/A N/A,38.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1961,57.6,#N/A N/A,61.7,67.7,53.2,51.8,#N/A N/A,41.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1961,58.9,#N/A N/A,66.6,64.8,56.3,55,#N/A N/A,44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1961,58.1,#N/A N/A,65.3,64,55.1,50,#N/A N/A,42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1961,58.2,#N/A N/A,64.3,64.5,54.1,50.9,#N/A N/A,45.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1961,60.7,#N/A N/A,68.4,62.9,58.3,52.2,#N/A N/A,54.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1961,63,#N/A N/A,66.8,69.5,61.1,53.9,#N/A N/A,56.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1961,62.2,#N/A N/A,66.3,68.3,58.2,55.5,#N/A N/A,56.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1961,59,#N/A N/A,58.3,65.1,59,51.9,#N/A N/A,54.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1961,64.2,#N/A N/A,66.1,73.4,58.6,56.3,#N/A N/A,56.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1962,60.9,#N/A N/A,66.4,59.4,60.3,57.1,#N/A N/A,59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1962,61.1,#N/A N/A,64.7,61.8,60.5,54.7,#N/A N/A,58.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1962,60.6,#N/A N/A,66.9,60.1,57.6,56.8,#N/A N/A,57.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1962,55.1,#N/A N/A,57.4,57.3,55.6,53.6,#N/A N/A,53.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1962,52.2,#N/A N/A,55.3,53.6,52.3,52,#N/A N/A,50.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1962,50.8,#N/A N/A,54.8,52.5,51.6,51.7,#N/A N/A,46.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1962,51,#N/A N/A,54.7,53.2,51.2,51.6,#N/A N/A,43.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1962,49.5,#N/A N/A,52.5,52.9,47,47.7,#N/A N/A,45.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1962,50,#N/A N/A,52.4,53,49.7,45.4,#N/A N/A,42.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
